loan_amnt,term,int_rate,emp_length,home_ownership,annual_inc,purpose,dti,loan_income_ratio,rate_term,affordability,inc_per_debt_unit,loan_rate_risk,dti_rate_interaction,loan_status
10000.0,36.0,14.48,1.0,1,30000.0,10,1.0,0.33332222259258026,521.28,8.967716221602233,15000.0,144.8,0.1448,0
25000.0,36.0,5.32,1.0,1,97000.0,2,6.33,0.25772930175977565,191.52,11.623262501997123,13233.287858117326,133.0,0.33675600000000006,0
6000.0,36.0,11.22,1.0,3,37000.0,2,32.4,0.16215777951947244,403.92,18.389662027833005,1107.7844311377246,67.32,3.6352800000000003,0
6150.0,36.0,14.48,0.0,1,38000.0,2,26.37,0.16183784637246387,521.28,18.42870999030068,1388.3814395323345,89.052,3.818376,0
7200.0,36.0,6.24,3.0,3,50000.0,2,14.52,0.14399712005759885,224.64000000000001,20.729684908789388,3221.6494845360826,44.928,0.906048,0
3600.0,36.0,18.49,10.0,1,65000.0,2,16.36,0.05538376332671805,665.64,53.630363036303635,3744.2396313364056,66.564,3.0249639999999993,0
2400.0,36.0,11.99,10.0,1,100000.0,8,25.87,0.023999760002399975,431.64,123.15270935960591,3721.622627465575,28.776,3.1018130000000004,0
6000.0,36.0,8.38,1.0,1,70000.0,1,18.0,0.08571306124198226,301.68,34.791252485089466,3684.2105263157896,50.28000000000001,1.5084,0
12200.0,36.0,8.38,10.0,1,41600.0,1,28.59,0.29326218119756736,301.68,10.199411572409282,1405.8803649881718,102.23600000000002,2.395842,0
6500.0,36.0,9.17,1.0,1,68000.0,1,12.44,0.09558682960544698,330.12,31.211750305997555,5059.52380952381,59.605,1.1407479999999999,0
20800.0,36.0,11.22,5.0,3,82000.0,1,20.41,0.2536554432263021,403.92,11.806488769437511,3829.985987856142,233.376,2.290002,0
20000.0,36.0,10.78,2.0,3,55000.0,2,22.58,0.3636297521863239,388.08,8.23517668197245,2332.485156912638,215.6,2.4341239999999997,0
20000.0,36.0,6.24,8.0,2,65000.0,1,14.96,0.3076875740373225,224.64000000000001,9.732481533240168,4072.6817042606513,124.8,0.9335040000000001,0
11200.0,36.0,12.59,10.0,1,140000.0,2,31.16,0.07999942857551018,453.24,37.37985048059808,4353.233830845772,141.008,3.923044,0
35000.0,60.0,17.57,2.0,3,84000.0,2,21.66,0.41666170640825706,1054.2,11.979463776383342,3706.972639011474,614.95,3.805662,0
11200.0,36.0,8.38,5.0,1,157000.0,1,6.96,0.0713371252412405,301.68,41.91883232467071,19723.618090452263,93.85600000000001,0.583248,0
4000.0,36.0,13.18,0.0,3,10500.0,2,15.09,0.38091610322826397,474.48,7.8047571853320115,652.5792417650715,52.72,1.9888620000000001,0
10000.0,60.0,13.18,6.0,1,45000.0,2,10.77,0.2222172840603542,790.8,22.365805168986086,3823.2795242141037,131.8,1.419486,0
16325.0,36.0,18.99,10.0,1,142000.0,10,19.89,0.11496397912690756,683.64,26.03752826844325,6797.510770703686,310.01175,3.7771109999999997,0
1000.0,36.0,9.76,10.0,1,42000.0,8,21.34,0.023808956929596916,351.36,121.62162162162161,1880.0358102059088,9.76,2.082784,0
20000.0,60.0,15.41,10.0,1,84618.0,1,30.39,0.23635353762157435,924.6,21.091226321036892,2695.699267282574,308.2,4.683099,0
28000.0,36.0,7.26,4.0,3,200000.0,2,6.57,0.13999930000349997,261.36,21.401055785418748,26420.07926023778,203.28,0.476982,0
35000.0,36.0,22.99,10.0,1,100000.0,3,20.24,0.34999650003499966,827.64,8.562621303801805,4708.097928436911,804.65,4.653175999999999,0
9350.0,36.0,18.49,5.0,3,32500.0,2,39.24,0.2876834558936648,665.64,10.387811634349031,807.6540755467197,172.88149999999996,7.255476,0
4000.0,36.0,12.59,0.0,1,46233.0,6,23.36,0.08651641649002899,453.24,34.365460852329036,1897.9064039408868,50.36,2.941024,0
15000.0,60.0,13.67,8.0,3,54080.0,3,24.26,0.2773617351750153,820.2,17.954847277556443,2140.934283452098,205.05,3.316342,0
16000.0,36.0,5.32,10.0,1,75000.0,2,13.23,0.2133304889268143,191.52,14.030930406585183,5270.555165144062,85.12,0.703836,0
20000.0,60.0,14.48,3.0,1,66000.0,2,36.36,0.30302571173164045,868.8000000000001,16.450648055832502,1766.5952890792291,289.6,5.264928,0
12000.0,60.0,13.18,4.0,3,70000.0,2,15.09,0.17142612248396452,790.8,29.02155887230514,4350.52827843381,158.16,1.9888620000000001,0
14400.0,36.0,13.67,10.0,1,50000.0,2,29.64,0.2879942401151977,492.12,10.390689941812138,1631.8537859007834,196.848,4.051788,0
22000.0,60.0,14.33,10.0,3,115000.0,2,12.34,0.19130268432448413,859.8,26.065276518585677,8620.689655172413,315.26,1.768322,0
35000.0,60.0,13.67,10.0,1,95000.0,2,17.02,0.3684171745560573,820.2,13.548203080433542,5271.920088790233,478.45,2.326634,0
5000.0,36.0,12.59,9.0,3,36500.0,1,35.05,0.13698254842333088,453.24,21.743447180301825,1012.4826629680999,62.95,4.412795,0
12000.0,36.0,10.78,8.0,2,110000.0,5,4.13,0.1090899173643876,388.08,27.41774675972084,21442.495126705653,129.35999999999999,0.44521399999999994,0
10000.0,36.0,9.76,2.0,3,41000.0,1,26.11,0.24389649032950417,351.36,12.255878836189718,1512.3570638140907,97.6,2.548336,0
9600.0,36.0,11.49,10.0,3,46000.0,1,17.06,0.20869111541053456,413.64,14.321295143212952,2547.0653377630124,110.304,1.960194,0
17000.0,60.0,16.99,1.0,1,60000.0,2,16.5,0.2833286111898135,1019.3999999999999,17.58499413833529,3428.5714285714284,288.83,2.80335,0
21600.0,36.0,12.59,10.0,1,75000.0,2,25.51,0.2879961600511993,453.24,10.399334442595674,2829.121086382497,271.944,3.2117090000000004,0
2200.0,36.0,12.59,8.0,3,65000.0,8,12.17,0.03384563314410548,453.24,87.20930232558139,4935.4593773728175,27.698,1.532203,0
24000.0,60.0,14.48,2.0,1,75000.0,2,31.36,0.31999573339022147,868.8000000000001,15.586034912718205,2317.6761433868974,347.52,4.540928,0
7000.0,36.0,7.89,10.0,1,58000.0,3,30.66,0.12068757435216634,284.03999999999996,24.729960204661737,1831.964624131396,55.23,2.419074,0
13000.0,36.0,11.99,10.0,2,75000.0,2,10.0,0.17333102225303662,431.64,17.259895673519484,6818.181818181818,155.87,1.199,0
10000.0,36.0,9.17,2.0,1,105000.0,2,8.39,0.09523718821725508,330.12,31.387006775607812,11182.108626198082,91.7,0.769363,0
35000.0,36.0,15.41,7.0,1,85000.0,2,25.38,0.4117598616486865,554.76,7.278228108231533,3222.1379833206975,539.35,3.9110579999999997,0
6000.0,36.0,7.49,1.0,1,94500.0,1,20.77,0.06349139162548545,269.64,46.96819085487078,4340.836012861736,44.94,1.5556729999999999,0
21000.0,36.0,11.22,10.0,3,86000.0,2,17.32,0.24418320717200961,403.92,12.26468910439247,4694.323144104804,235.62,1.9433040000000004,0
15000.0,36.0,11.22,1.0,3,56000.0,1,24.77,0.2678523597792897,403.92,11.1731843575419,2173.069460613116,168.3,2.779194,0
15250.0,36.0,13.18,7.0,2,57000.0,1,26.58,0.2675391659795442,474.48,11.18670679052728,2066.7150108774476,200.995,3.5032439999999996,0
2400.0,36.0,13.67,10.0,1,41000.0,8,18.62,0.058535157679081,492.12,50.49261083743842,2089.7043832823647,32.808,2.545354,0
3600.0,36.0,10.99,4.0,3,35000.0,2,22.19,0.10285420416559526,395.64,28.877887788778878,1509.2712376024147,39.564,2.4386810000000003,0
8000.0,36.0,9.17,10.0,1,87000.0,2,10.9,0.09195296605786141,330.12,32.47884519661523,7310.924369747899,73.36,0.99953,0
17000.0,36.0,11.22,10.0,3,85000.0,1,18.1,0.19999764708650486,403.92,14.968302418408076,4450.261780104712,190.74,2.0308200000000003,0
7700.0,36.0,16.55,10.0,3,25000.0,11,15.81,0.3079876804927803,595.8000000000001,9.69493278179938,1487.2099940511598,127.435,2.616555,0
28000.0,36.0,12.59,7.0,1,189000.0,10,20.68,0.1481473642996598,453.24,20.223997717220715,8717.712177121772,352.52,2.603612,0
10000.0,36.0,8.49,10.0,1,106000.0,3,19.59,0.09433873265346554,305.64,31.685930649661223,5148.130160271977,84.9,1.6631909999999999,0
19375.0,60.0,23.13,10.0,1,145000.0,2,16.88,0.13361976813953008,1387.8,37.303833290455366,8109.619686800896,448.14375,3.904344,0
12475.0,60.0,13.67,2.0,1,55000.0,2,0.72,0.22681405792621953,820.2,21.938571998404466,31976.74418604651,170.53325,0.098424,0
12000.0,60.0,11.22,10.0,1,111000.0,2,13.33,0.10810713416996243,673.2,46.01990049751244,7745.987438939288,134.64,1.4956260000000001,0
10000.0,36.0,13.67,9.0,3,42600.0,5,30.56,0.23473627379638975,492.12,12.73415703467517,1349.809885931559,136.7,4.177552,0
6000.0,36.0,7.89,1.0,1,113500.0,0,15.51,0.05286297037030511,284.03999999999996,56.41153081510935,6874.6214415505765,47.34,1.223739,0
24000.0,36.0,12.59,3.0,3,116865.0,1,13.97,0.20536340766347783,453.24,14.586245631552671,7806.613226452905,302.16,1.7588230000000002,0
11000.0,60.0,9.17,1.0,2,42500.0,1,29.94,0.2588174395896567,550.2,19.213381555153706,1373.6263736263736,100.87,2.745498,0
10000.0,36.0,10.64,0.0,1,47000.0,2,24.08,0.2127614306078594,383.04,14.049422080510164,1874.0031897926635,106.4,2.5621120000000004,0
15000.0,36.0,7.89,10.0,3,65000.0,1,18.67,0.23076568052799187,284.03999999999996,12.968874700718276,3304.524656837824,118.35,1.4730630000000002,0
21000.0,36.0,10.64,6.0,1,138000.0,2,12.27,0.15217281034195404,383.04,19.680547632629775,10399.39713639789,223.44,1.3055279999999998,0
10000.0,36.0,8.38,8.0,1,80000.0,3,19.41,0.124998437519531,301.68,23.91390992427262,3919.6472317491425,83.80000000000001,1.6265580000000002,0
15000.0,36.0,8.38,9.0,1,60000.0,1,30.28,0.24999583340277662,301.68,11.971268954509178,1918.158567774936,125.70000000000002,2.5374640000000004,0
20000.0,36.0,11.99,2.0,1,110000.0,2,15.15,0.18181652894064598,431.64,16.4703533639449,6811.145510835914,239.8,1.8164850000000001,0
12000.0,36.0,7.89,2.0,3,42000.0,1,33.17,0.285707483155163,284.03999999999996,10.468594217347956,1229.1483757682176,94.68,2.617113,0
5700.0,36.0,11.22,1.0,3,65000.0,5,17.91,0.08769095860063691,403.92,33.99581589958159,3437.334743521946,63.95400000000001,2.0095020000000003,0
10800.0,36.0,11.99,5.0,3,25792.0,1,23.83,0.4187182568914046,431.64,7.140642303433002,1038.7434554973822,129.492,2.857217,0
28000.0,36.0,5.32,10.0,1,165000.0,2,12.04,0.16969594123671977,191.52,17.655871022970466,12653.374233128836,148.96,0.6405280000000001,0
30000.0,36.0,8.18,3.0,1,70000.0,2,20.86,0.4285653062099113,294.48,6.991610067918497,3202.195791399817,245.4,1.7063479999999998,0
5000.0,36.0,10.64,10.0,1,42000.0,3,17.63,0.11904478464798457,383.04,25.019857029388405,2254.4283413848634,53.2,1.875832,0
6000.0,36.0,17.57,5.0,1,75000.0,2,14.4,0.07999893334755537,632.52,37.27634194831014,4870.12987012987,105.42,2.53008,0
4000.0,36.0,11.99,1.0,3,61054.0,1,7.45,0.06551469986078126,431.64,45.382061446977204,7225.325443786983,47.96,0.893255,0
16000.0,36.0,11.99,3.0,3,67000.0,2,28.26,0.2388024059342398,431.64,12.534297829882762,2289.8154477101843,191.84,3.388374,0
14400.0,36.0,9.76,1.0,3,42000.0,2,29.46,0.34284897978619555,351.36,8.728179551122194,1378.8575180564674,140.544,2.875296,0
10000.0,60.0,15.41,10.0,1,36000.0,1,8.2,0.2777700619427238,924.6,17.892644135188867,3913.04347826087,154.1,1.26362,0
7500.0,36.0,9.17,0.0,1,35000.0,2,17.63,0.2142795920116568,330.12,13.93312101910828,1878.690284487386,68.775,1.6166709999999997,0
1500.0,36.0,8.38,9.0,3,39700.0,2,18.68,0.03778242361653359,301.68,77.53906250000001,2017.2764227642276,12.570000000000002,1.5653840000000003,0
10000.0,36.0,8.49,0.0,1,150000.0,2,4.62,0.06666622222518516,305.64,44.83858110801116,26690.391459074734,84.9,0.39223800000000003,0
10000.0,36.0,9.17,0.0,1,42000.0,2,17.69,0.23808956929596914,330.12,12.554802710243125,2247.191011235955,91.7,1.6221730000000003,0
20000.0,36.0,11.48,5.0,3,60000.0,2,22.62,0.3333277778703688,413.28000000000003,8.98382910760631,2540.2201524132092,229.6,2.596776,0
8300.0,36.0,6.89,4.0,3,32000.0,2,19.88,0.259366894784538,248.04,11.516314779270633,1532.5670498084291,57.187,1.369732,0
16000.0,36.0,10.64,10.0,2,112500.0,2,33.0,0.14222095803592857,383.04,21.046395609877774,3308.823529411765,170.24,3.5112,0
6000.0,36.0,10.78,10.0,3,100000.0,11,24.34,0.05999940000599994,388.08,49.70178926441353,3946.329913180742,64.67999999999999,2.623852,0
14000.0,60.0,7.89,10.0,2,42000.0,1,15.37,0.3333253970143568,473.4,14.935988620199145,2565.6689065363475,110.46,1.2126929999999998,0
13375.0,36.0,8.49,0.0,2,45000.0,0,12.85,0.2972156174307238,305.64,10.06636343300276,3249.097472924188,113.55375,1.090965,0
10000.0,36.0,9.17,8.0,1,70000.0,1,14.61,0.14285510206997043,330.12,20.92467118373854,4484.3049327354265,91.7,1.3397369999999997,0
35000.0,36.0,8.38,3.0,1,137000.0,1,10.15,0.25547258779133,301.68,11.73079118620847,12286.995515695067,293.3,0.8505700000000002,0
13000.0,36.0,5.32,10.0,1,89000.0,2,10.65,0.14606577454185907,191.52,20.48174286590979,7639.484978540772,69.16,0.5665800000000001,0
9600.0,36.0,7.26,10.0,3,64400.0,2,20.76,0.1490660082917967,261.36,20.049813200498132,2959.5588235294117,69.696,1.507176,0
15000.0,36.0,14.48,10.0,2,45000.0,2,25.63,0.3333259260905313,521.28,8.978451715881883,1689.8235073225685,217.2,3.7112239999999996,0
14300.0,36.0,12.59,0.0,2,29800.0,1,34.27,0.47984966947417873,453.24,6.236049107142858,844.9106889707966,180.037,4.314593,0
18325.0,60.0,13.18,10.0,1,75000.0,1,32.61,0.244330075598992,790.8,20.397062822953494,2231.4787265694736,241.5235,4.297998,0
23825.0,36.0,17.97,0.0,1,117132.0,2,20.54,0.20340126181349405,646.92,14.726792674238297,5437.883008356546,428.13525,3.691038,0
32000.0,60.0,14.48,5.0,1,150000.0,2,11.34,0.21333191112059252,868.8000000000001,23.393636930754834,12155.591572123178,463.36,1.6420320000000002,0
19800.0,36.0,17.57,4.0,3,45000.0,2,19.52,0.43999022243950137,632.52,6.805807622504537,2192.982456140351,347.886,3.4296640000000003,0
2000.0,36.0,8.38,7.0,1,75000.0,5,19.23,0.026666311115851788,301.68,110.51080550098231,3707.3652990608007,16.76,1.611474,0
23575.0,60.0,9.76,10.0,1,74900.0,1,21.55,0.3147488017516455,585.6,15.845144912206473,3321.5077605321508,230.092,2.10328,0
5000.0,36.0,7.89,10.0,3,34000.0,2,18.21,0.14705449839710596,284.03999999999996,20.254169976171568,1769.9115044247787,39.45,1.436769,0
14000.0,36.0,9.76,5.0,3,67000.0,1,28.5,0.20895210519245982,351.36,14.320319179253346,2271.186440677966,136.64,2.7815999999999996,0
10500.0,36.0,9.17,10.0,1,102000.0,1,8.98,0.10294016725326223,330.12,29.043280182232344,10220.440881763527,96.285,0.8234660000000001,0
30000.0,36.0,7.26,10.0,2,110000.0,1,20.13,0.272724793410969,261.36,10.986815821014781,5205.868433506863,217.8,1.461438,0
24000.0,36.0,13.18,10.0,1,57000.0,2,24.13,0.4210452448202663,474.48,7.114328507239142,2268.205332272185,316.32,3.1803339999999998,0
21000.0,36.0,5.32,10.0,3,75000.0,1,22.24,0.2799962667164438,191.52,10.69594980034227,3227.1944922547336,111.72,1.183168,0
9500.0,36.0,17.86,0.0,3,50000.0,10,9.49,0.1899962000759985,642.96,15.72986577181208,4766.444232602478,169.67,1.694914,0
8225.0,36.0,14.33,2.0,3,35300.0,5,11.49,0.2329962324013484,515.88,12.819271274664084,2826.2610088070455,117.86425,1.646517,0
6500.0,36.0,5.32,3.0,3,37000.0,1,20.82,0.1756709278127618,191.52,16.982864137086906,1695.692025664528,34.58,1.1076240000000002,0
8000.0,36.0,8.38,0.0,2,24000.0,2,28.85,0.33331944502312405,301.68,8.95968143354903,804.0201005025125,67.04,2.4176300000000004,0
7000.0,36.0,11.22,10.0,2,88000.0,11,19.41,0.07954455063010647,403.92,37.521318931210914,4311.611954924057,78.54,2.1778020000000002,0
6000.0,36.0,9.17,2.0,3,65000.0,2,10.41,0.09230627221119675,330.12,32.30616302186879,5696.757230499562,55.02,0.954597,0
1400.0,36.0,13.18,3.0,3,120000.0,11,12.83,0.011666569445254623,474.48,250.69637883008357,8676.789587852494,18.452,1.690994,0
15000.0,36.0,9.17,0.0,2,45000.0,2,12.99,0.3333259260905313,330.12,8.978451715881883,3216.583273766976,137.55,1.191183,0
6500.0,36.0,9.17,0.0,1,31000.0,6,29.93,0.20967065578529726,330.12,14.22888616891065,1002.2631749110895,59.605,2.744581,0
35000.0,60.0,15.41,8.0,1,80000.0,2,16.44,0.4374945313183585,924.6,11.409013120365088,4587.155963302752,539.35,2.533404,0
10000.0,36.0,8.38,10.0,1,105000.0,2,8.26,0.09523718821725508,301.68,31.387006775607812,11339.092872570194,83.80000000000001,0.692188,0
4200.0,36.0,12.59,10.0,1,124000.0,2,11.11,0.03387069459117265,453.24,87.8186968838527,10239.471511147813,52.878,1.398749,0
14000.0,36.0,9.99,4.0,1,87000.0,1,27.85,0.16091769060125746,359.64,18.59504132231405,3015.597920277296,139.86,2.782215,0
20000.0,60.0,11.99,10.0,1,65000.0,2,25.11,0.3076875740373225,719.4,16.201395812562314,2489.46763692072,239.8,3.0106889999999997,0
24525.0,36.0,10.64,4.0,1,115000.0,2,23.21,0.21325901513899878,383.04,14.04665933797484,4750.103263114415,260.946,2.4695440000000004,0
15125.0,60.0,18.99,8.0,1,89000.0,2,16.32,0.16994191076504758,1139.3999999999999,29.305235429700364,5138.568129330254,287.22375,3.0991679999999997,0
14000.0,36.0,10.64,10.0,3,80000.0,2,21.29,0.17499781252734342,383.04,17.098888572242803,3589.053387169134,148.96,2.265256,0
22000.0,60.0,18.49,10.0,1,50000.0,2,17.88,0.43999120017599647,1109.3999999999999,11.332728921124207,2648.305084745763,406.7799999999999,3.3060119999999995,0
20000.0,36.0,14.48,8.0,1,85000.0,1,26.92,0.23529134951353514,521.28,12.727091235775603,3044.4126074498568,289.6,3.8980160000000006,0
9600.0,36.0,9.99,1.0,1,40000.0,2,23.67,0.23999400014999625,359.64,12.453300124533001,1621.4025131738954,95.904,2.3646330000000004,0
5450.0,36.0,15.41,2.0,3,28000.0,2,15.2,0.19463590586050497,554.76,15.311702515493986,1728.3950617283951,83.9845,2.34232,0
20000.0,36.0,7.26,5.0,1,90000.0,2,15.35,0.22221975311385428,261.36,13.475743661409464,5504.587155963302,145.2,1.11441,0
5300.0,36.0,9.99,10.0,1,80000.0,0,5.25,0.06624917188535143,359.64,44.97751124437781,12800.0,52.947,0.524475,0
3000.0,36.0,17.27,6.0,1,85000.0,8,4.64,0.03529370242703027,621.72,83.99209486166008,15070.921985815603,51.81,0.8013279999999999,0
10000.0,36.0,9.8,10.0,2,54500.0,5,24.1,0.18348287187391057,352.8,16.291351135910723,2171.3147410358565,98.0,2.3618000000000006,0
3500.0,36.0,13.67,8.0,1,45000.0,2,29.76,0.07777604942112397,492.12,38.178733031674206,1462.9388816644994,47.845,4.068192,0
16000.0,36.0,12.59,1.0,3,160000.0,2,21.37,0.09999937500390622,453.24,29.932651534048393,7152.436298614215,201.44,2.690483,0
10000.0,36.0,10.64,1.0,2,29500.0,2,12.0,0.338971560286092,383.04,8.818254284575529,2269.230769230769,106.4,1.2768000000000002,0
16000.0,60.0,9.17,1.0,3,150000.0,2,8.45,0.10666595556029626,550.2,46.699875466998755,15873.015873015875,146.72,0.7748649999999999,0
16000.0,60.0,10.99,1.0,1,115000.0,2,11.91,0.1391292249632612,659.4,35.803237858032375,8907.823392718823,175.84,1.308909,0
15000.0,60.0,8.18,10.0,1,77001.0,1,13.72,0.194800135061427,490.79999999999995,25.564741035856574,5231.046195652174,122.7,1.122296,0
11200.0,36.0,12.59,10.0,1,92000.0,1,14.69,0.12173780719774785,453.24,24.563901744393025,5863.607393244105,141.008,1.8494709999999999,0
9000.0,36.0,6.99,10.0,3,70000.0,1,16.2,0.1285695918629734,251.64000000000001,23.240371845949532,4069.767441860465,62.91,1.13238,0
24825.0,36.0,13.18,10.0,3,86000.0,2,36.29,0.2886594341926257,474.48,10.377700012067093,2306.248323947439,327.1935,4.783022,0
5000.0,36.0,9.8,10.0,3,30000.0,8,4.72,0.16666111129629013,352.8,17.871326449563146,5244.755244755245,49.0,0.46256,0
3600.0,36.0,7.89,2.0,2,60000.0,2,8.58,0.05999900001666639,284.03999999999996,49.504950495049506,6263.048016701461,28.404,0.6769620000000001,0
5000.0,36.0,6.24,10.0,1,76000.0,1,22.31,0.06578860804463099,224.64000000000001,45.274027005559965,3260.4032604032604,31.2,1.3921439999999998,0
35000.0,36.0,17.86,10.0,1,105000.0,1,19.63,0.33333015876039274,642.96,8.990752368991895,5089.675230247213,625.1,3.505918,0
10000.0,36.0,10.64,2.0,3,53000.0,2,24.72,0.18867568536442708,383.04,15.842965324830612,2060.6531881804044,106.4,2.630208,0
10000.0,36.0,10.64,10.0,3,98000.0,2,18.49,0.10203977510433566,383.04,29.29453965723396,5028.2195997947665,106.4,1.967336,0
10000.0,36.0,8.38,6.0,3,64000.0,2,18.28,0.15624755863189638,301.68,19.131127939418093,3319.5020746887967,83.80000000000001,1.5318640000000001,0
3000.0,36.0,11.22,3.0,3,46000.0,1,8.99,0.06521597356579205,403.92,45.45454545454546,4604.604604604605,33.66,1.008678,0
10000.0,36.0,5.32,1.0,1,150000.0,2,9.33,0.06666622222518516,191.52,44.83858110801116,14520.81316553727,53.2,0.496356,0
33000.0,36.0,13.18,10.0,1,74000.0,2,33.59,0.4459399197308144,474.48,6.719941881583727,2139.346631974559,434.94,4.427162,0
25000.0,36.0,12.59,10.0,3,190000.0,1,11.62,0.13157825485129027,453.24,22.76721521009746,15055.467511885896,314.75,1.4629579999999998,0
2000.0,36.0,13.18,3.0,1,81000.0,8,12.65,0.024691053196874112,474.48,119.3516699410609,5934.065934065934,26.36,1.66727,0
15000.0,36.0,6.24,8.0,3,110000.0,1,11.42,0.1363623967054845,224.64000000000001,21.947326416600156,8856.682769726249,93.6,0.712608,0
6500.0,36.0,11.99,10.0,3,54000.0,2,13.84,0.12036814133071609,431.64,24.78580171358629,3638.814016172507,77.935,1.659416,0
28000.0,36.0,5.32,2.0,1,100000.0,3,11.42,0.2799972000279997,191.52,10.700527892709374,8051.529790660225,148.96,0.6075440000000001,0
